Title,Author,Price,Rating,Genre,Number of Pages,Weight,ISBN,Language,Related Genres,URL
Powershift,Alvin Toffler,Rs. 376,N/A,Political Science,611 Pages,325g,9780553292152,English,"Business and Investing:, Business and Investing:, History, Biography, and Social Science:, Business and Investing:, Business and Investing:, History, Biography, and Social Science:",https://booksmandala.com/books/powershift-9758
Freedom From Fear,Aung San Suu Kyi,Rs. 798,N/A,Political Science,374 Pages,325g,9780141039497,English,"Self Improvement and Relationships:, History, Biography, and Social Science:, History, Biography, and Social Science:, Self Improvement and Relationships:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/freedom-from-fear-3041
India Unbound,Gurcharan Das,Rs. 638,N/A,Political Science,448 Pages,340g,9780143429746,English,"Business and Investing:, Business and Investing:, History, Biography, and Social Science:, Business and Investing:, Business and Investing:, History, Biography, and Social Science:",https://booksmandala.com/books/india-unbound-49314
Shattered,Jonathan Allen and ,Rs. 798,N/A,Political Science,480 Pages,390g,9780553447118,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/shattered-29301
How Soon Is Now?: A Handbook for Global Change,Daniel Pinchbeck,Rs. 798,N/A,Political Science,288 Pages,315g,9781786780867,English,"Learning and Reference:, Learning and Reference:",https://booksmandala.com/books/how-soon-is-now-a-handbook-for-global-change-34402
India,Patrick French,Rs. 798,N/A,Political Science,436 Pages,340g,9780143418702,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/india-752
Sold Out!,James Rickards,Rs. 1278,N/A,Political Science,247 Pages,235g,9780241584590,English,"History, Biography, and Social Science, Political Science, History, Biography, and Social Science, Political Science",https://booksmandala.com/books/sold-out-19070
Executive Action,Fabián Escalante Font,Rs. 360,N/A,Political Science,231 Pages,355g,9781920888725,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/executive-action-40092
Reimagining Capitalism in a World on Fire,Rebecca Henderson,Rs. 958,N/A,Political Science,336 Pages,250g,9780241379684,English,"Business and Investing:, Business and Investing:, Business and Investing:, Business and Investing:, Business and Investing:, Business and Investing:",https://booksmandala.com/books/reimagining-capitalism-in-a-world-on-fire-40631
The Tyranny of Merit,Michael J. Sandel,Rs. 958,N/A,Political Science,288 Pages,220g,9780141991177,English,"Business and Investing:, Spirituality and Philosophy:, Business and Investing:, Spirituality and Philosophy:",https://booksmandala.com/books/the-tyranny-of-merit-22288
JFK,Fabián Escalante Font,Rs. 400,N/A,Political Science,261 Pages,445g,9781920888145,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/jfk-25817
Thank You for Being Late,Thomas L. Friedman,Rs. 958,N/A,Political Science,546 Pages,420g,9780141985756,English,"Business and Investing:, Business and Investing:, Self Improvement and Relationships:, Business and Investing:, Business and Investing:, Self Improvement and Relationships:",https://booksmandala.com/books/thank-you-for-being-late-18462
Imaginary Homelands,Salman Rushdie,Rs. 798,N/A,Political Science,439 Pages,340g,9780099542254,English,"Learning and Reference:, Learning and Reference:",https://booksmandala.com/books/imaginary-homelands-25162
What Every Radical Should Know about State Repression,Victor Serge,Rs. 312,N/A,Political Science,148 Pages,230g,9781920888176,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/what-every-radical-should-know-about-state-repression-45351
The Storm: The World Economic Crisis What It Means,Vince Cable,Rs. 560,N/A,Political Science,185 Pages,200g,9781848870581,English,"Business and Investing:, Business and Investing:, History, Biography, and Social Science:, Business and Investing:, Business and Investing:, History, Biography, and Social Science:",https://booksmandala.com/books/the-storm-the-world-economic-crisis-what-it-means-39632
Reporting Pakistan,Meena Menon,Rs. 638,N/A,Political Science,408 Pages,390g,9780143441663,English,"History, Biography, and Social Science, Political Science, History, Biography, and Social Science, Political Science",https://booksmandala.com/books/reporting-pakistan-44060
From Fatwa to Jihad,Kenan Malik,Rs. 638,N/A,Political Science,266 Pages,480g,9781843548249,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/from-fatwa-to-jihad-6039
Balance of Power,Richard North Patterson,Rs. 369,N/A,Political Science,615 Pages,305g,9780345450180,English,"Fiction and Literature:, Fiction and Literature:, Fiction and Literature:, Fiction and Literature:",https://booksmandala.com/books/balance-of-power-24897
"Political & Military History of Tibet, Volume I",Rnam-Rgyal-Dbaṅ-ʼDus (Rgyal-Rtse.),Rs. 688,N/A,Political Science,242 Pages,395g,9789380359625,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/political-military-history-of-tibet-volume-i-6807
50 Philosophy Classics,Tom Butler-Bowdon,Rs. 958,N/A,Political Science,323 Pages,255g,9781529303711,English,"Spirituality and Philosophy:, Spirituality and Philosophy:",https://booksmandala.com/books/50-philosophy-classics-45970
Dateline Islamabad,Amit Baruah,Rs. 472,N/A,Political Science,270 Pages,260g,9780143102465,English,"History, Biography, and Social Science, Political Science, History, Biography, and Social Science, Political Science",https://booksmandala.com/books/dateline-islamabad-48721
India,Patrick French,Rs. 1118,N/A,Political Science,435 Pages,740g,9780670085514,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/india-48794
No Future Without Forgiveness,Desmond Tutu,Rs. 1118,N/A,Political Science,244 Pages,195g,9780712604857,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/no-future-without-forgiveness-4764
Forward,Andrew Yang,Rs. 2398,N/A,Political Science,368 Pages,660g,9780593238653,English,"Business and Investing:, History, Biography, and Social Science:, History, Biography, and Social Science:, Business and Investing:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/forward-6991
Jangalnama,Satnam,Rs. 400,N/A,Political Science,206 Pages,225g,9780143414452,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/jangalnama-23548
Al-Qaeda and Sacrifice,Melissa Finn,Rs. 1904,N/A,Political Science,236 Pages,232g,9780745332628,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/al-qaeda-and-sacrifice-70238
Pakistan a New History,Ian Talbot,Rs. 798,N/A,Political Science,311 Pages,340g,9789381506226,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/pakistan-a-new-history-39254
Shrub,Molly Ivins and ,Rs. 230,N/A,Political Science,193 Pages,270g,9780375757143,English,"Fiction and Literature:, History, Biography, and Social Science:, Fiction and Literature:, History, Biography, and Social Science:",https://booksmandala.com/books/shrub-49491
To the top of the world,Brian Blessed,Rs. 1000,N/A,Rare Coffee Table Books,160 Pages,1420g,9780831732981,English,"Arts and Photography:, Arts and Photography:, Travel:, Arts and Photography:, Arts and Photography:, Travel:",https://booksmandala.com/books/to-the-top-of-the-world-28342
Encyclopedia of Religion,Dk Publishing,Rs. 1600,5.0,Rare Coffee Table Books,304 Pages,1g,9781405303057,English,"Religion:, Religion:",https://booksmandala.com/books/encyclopedia-of-religion-50666
Heart of the himalaya,David Paterson,Rs. 2100,N/A,Rare Coffee Table Books,140 Pages,730g,9780952190820,English,"Travel:, Travel:",https://booksmandala.com/books/heart-of-the-himalaya-2680
Mustang,Mark Whittaker,Rs. 1995,N/A,Rare Coffee Table Books,N/A,830g,9789937577113,English,"Travel:, Travel:",https://booksmandala.com/books/mustang-2504
Nepal Himalaya,Shiro Shirahata,Rs. 45000,N/A,Rare Coffee Table Books,N/A,2500g,BMF92B33D838EE,English,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/nepal-himalaya-42236
Elton John by O'Neill,Terry O'Neill,Rs. 3198,N/A,Rare Coffee Table Books,256 Pages,1275g,9781788401487,English,"Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/elton-john-by-oneill-40860
The Simon & Schuster Book of Greek Gods and Heroes,Alice Low,Rs. 1598,N/A,Rare Coffee Table Books,192 Pages,960g,9780027613902,English,"Fiction and Literature:, Spirituality and Philosophy:, Fiction and Literature:, Spirituality and Philosophy:",https://booksmandala.com/books/the-simon-schuster-book-of-greek-gods-and-heroes-40952
Mustang in black and white,Kevin Bubriski,Rs. 4800,N/A,Rare Coffee Table Books,150 Pages,1140g,9789937623872,English,"Arts and Photography:, Nepali:, Arts and Photography:, Nepali:",https://booksmandala.com/books/mustang-in-black-and-white-15657
The antiquity of nepalise wood carving,Mary Shepherd Slusser,Rs. 6800,N/A,Rare Coffee Table Books,315 Pages,1820g,9780295990293,English,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/the-antiquity-of-nepalise-wood-carving-44422
All 14 Eight-thousanders,Reinhold Messner,Rs. 5104,N/A,Rare Coffee Table Books,248 Pages,250g,9781861262943,English,"Travel:, Travel:",https://booksmandala.com/books/all-14-eight-thousanders-2408
The inner and outer paths of Mt. Kailash : pilgrimage to the abode of Chakrasamvara,Wolfgang Wollmer,Rs. 3200,N/A,Rare Coffee Table Books,249 Pages,1055g,9789937623148,English,"Travel:, Travel:",https://booksmandala.com/books/the-inner-and-outer-paths-of-mt-kailash-pilgrimage-to-the-abode-of-chakrasamvara-2565
Nepal 1975-2011,Kevin Bubriski,Rs. 9792,N/A,Rare Coffee Table Books,224 Pages,2425g,BM7AB06499D010,English,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/nepal-1975-2011-34669
The Great Himalaya Trail a pictorial guide,Robin Boustead,Rs. 3000,N/A,Rare Coffee Table Books,176 Pages,960g,9789937918299,English,"Arts and Photography:, Nepali:, Arts and Photography:, Nepali:",https://booksmandala.com/books/the-great-himalaya-trail-a-pictorial-guide-31408
The Tattoo Sourcebook,Andy Sloss and ,Rs. 798,N/A,Rare Coffee Table Books,255 Pages,520g,9781592239573,English,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/the-tattoo-sourcebook-46529
Art Therapy: Buddhism,Jeane Montano,Rs. 1142,N/A,Rare Coffee Table Books,128 Pages,840g,9781910254226,English,"Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/art-therapy-buddhism-32276
Himalayan Children,Fritz Berger,Rs. 4000,N/A,Rare Coffee Table Books,193 Pages,1510g,9789937623599,English,"Nepali:, Nepali:",https://booksmandala.com/books/himalayan-children-2590
Pokhara and Annapurna French,Dinesh. Shrestha,Rs. 695,N/A,Rare Coffee Table Books,N/A,250g,9789993347989,French,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/pokhara-and-annapurna-french-44391
Buddhas of the Celestial Gallery,Romio Shrestha,Rs. 3417,N/A,Rare Coffee Table Books,63 Pages,970g,9781608871704,English,"Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/buddhas-of-the-celestial-gallery-48639
Over the Himalaya,Koichiro Ohmori,Rs. 4000,N/A,Rare Coffee Table Books,N/A,960g,BM3F2CCD03DA64,English,"Arts and Photography:, Travel:, Travel:, Arts and Photography:, Travel:, Travel:",https://booksmandala.com/books/over-the-himalaya-44361
A Blessing for the Land,Charles Ramble,Rs. 4000,N/A,Rare Coffee Table Books,143 Pages,800g,9789937928823,English,"Arts and Photography:, Religion:, Arts and Photography:, Religion:",https://booksmandala.com/books/a-blessing-for-the-land-15655
Game of Thrones White Walker,George R. R. Martin,Rs. 1918,N/A,Rare Coffee Table Books,44 Pages,635g,9781780979786,English,"Rare Coffee Table Books, Rare Coffee Table Books",https://booksmandala.com/books/game-of-thrones-white-walker-4604
The Perfumed Garden,Unassigned,Rs. 1700,N/A,Rare Coffee Table Books,192 Pages,980g,9780600609001,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/the-perfumed-garden-2269
Pokhara and Annapurna,Dinesh. Shrestha,Rs. 695,N/A,Rare Coffee Table Books,N/A,250g,9789993347958,Russian,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/pokhara-and-annapurna-44389
Photographic guide to the birds,Hakan Delin,Rs. 1000,N/A,Rare Coffee Table Books,288 Pages,1490g,9780600558088,English,"Nature, Rare Coffee Table Books, Nature, Rare Coffee Table Books",https://booksmandala.com/books/photographic-guide-to-the-birds-44640
The Raven Crown,Michael Aris,Rs. 2400,N/A,Rare Coffee Table Books,160 Pages,250g,9781932476217,English,"Miscellaneous:, Miscellaneous:",https://booksmandala.com/books/the-raven-crown-2428
Image and Imagination: Five Contemporary Artists in India,Geeti Sen,Rs. 2560,N/A,Rare Coffee Table Books,175 Pages,975g,BMF1E6C0E9CED8,English,"Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/image-and-imagination-five-contemporary-artists-in-india-70314
Jamyang Kyhentse Wangpo's Guide to Central Tibet,Jamyang Kyhentse Wangpo,Rs. 14260,N/A,Rare Coffee Table Books,840 Pages,3000g,9781932476606,English,"Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/jamyang-kyhentse-wangpos-guide-to-central-tibet-48641
15 Ans an Nepal(15 year in Nepal),Michel Mee,Rs. 2000,N/A,Rare Coffee Table Books,113 Pages,600g,9791069928138,French,"Arts and Photography:, Foreign Languages:, Arts and Photography:, Foreign Languages:",https://booksmandala.com/books/15-ans-an-nepal15-year-in-nepal-7316
The Nest Gatherers of Tiger Cave,Eric Valli and ,Rs. 1500,N/A,Rare Coffee Table Books,108 Pages,1150g,9780500276099,English,"Travel, Rare Coffee Table Books, Travel, Rare Coffee Table Books",https://booksmandala.com/books/the-nest-gatherers-of-tiger-cave-21855
Game of Thrones House Stark Direwolf,George R. R. Martin,Rs. 1918,N/A,Rare Coffee Table Books,44 Pages,630g,9781780977782,English,"Rare Coffee Table Books, Rare Coffee Table Books",https://booksmandala.com/books/game-of-thrones-house-stark-direwolf-4599
Bhutan,Harald N. Nestory,Rs. 5500,N/A,Rare Coffee Table Books,159 Pages,1280g,9783898232890,English,"Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/bhutan-3218
The times travel library Kathmandu,Tbi,Rs. 792,N/A,Rare Coffee Table Books,N/A,610g,b2948,English,"Nepali:, Nepali:",https://booksmandala.com/books/the-times-travel-library-kathmandu-70310
Nepal Himalaya a journey through time,Lisa Choegyal,Rs. 3600,N/A,Rare Coffee Table Books,163 Pages,1160g,9789937623575,English,"Arts and Photography:, Nepali:, Travel:, Arts and Photography:, Nepali:, Travel:",https://booksmandala.com/books/nepal-himalaya-a-journey-through-time-2683
Game of Thrones House Targaryen Dragon,George R. R. Martin,Rs. 1918,N/A,Rare Coffee Table Books,N/A,632g,9781780977775,English,"Rare Coffee Table Books, Rare Coffee Table Books",https://booksmandala.com/books/game-of-thrones-house-targaryen-dragon-4603
Three Kingdoms on the Roof of the World,Robert Z. Apte,Rs. 1916,N/A,Rare Coffee Table Books,178 Pages,825g,9780893469313,English,"Religion:, Religion:",https://booksmandala.com/books/three-kingdoms-on-the-roof-of-the-world-2695
Piercing a Modern anthology,Housk Randall,Rs. 2549,N/A,Rare Coffee Table Books,128 Pages,1000g,9781840654165,English,"Rare Coffee Table Books, Rare Coffee Table Books",https://booksmandala.com/books/piercing-a-modern-anthology-3985
Art Therapy Art Deco & Art Nouveau: 100 Designs Colouring in and Relaxation,Unassigned,Rs. 1142,N/A,Rare Coffee Table Books,128 Pages,860g,9781910254684,English,"Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:, Arts and Photography:",https://booksmandala.com/books/art-therapy-art-deco-art-nouveau-100-designs-colouring-in-and-relaxation-32272
